HID1,HID2
88173,82338
95294,95131
95294,94870
5258,5414
103665,103637
103665,102818
141254,142434
141254,142770
52180,52262
52180,52813
95580,94947
88214,87916
88214,82237
88214,87984
5160,5548
5160,5148
5160,5278
38699,150299
38699,38998
69653,70175
69653,69429
3678,3976
3678,2516
127684,127955
127684,127526
127684,127625
127684,128133
127684,128000
127684,128016
127684,128002
127684,128028
127684,127903
54615,54733
54615,62592
71157,71880
71157,70607
71157,70787
71157,70583
71157,71408
111723,111423
108369,108277
108369,108376
108369,108045
90414,90798
42303,41847
42303,41992
42303,52281
2766,2598
66336,66654
105765,105553
105765,105633
110512,110292
110512,121808
110512,114916
81484,81871
48476,47065
48476,47554
48476,48166
67944,3044
120291,120368
120291,120121
120291,120456
120291,119986
86043,86747
4989,3272
4989,6124
4989,44191
43863,43922
43863,44558
57017,64536
57017,56395
57017,56968
150568,38464
129362,129337
129362,128997
129362,129305
129362,129057
129362,94614
20511,20074
96278,145871
96278,95141
96278,95356
299,32
299,84096
38683,38653
38683,28338
131178,131241
131178,131052
103235,102945
103235,103135
103235,103327
99730,99963
99730,99775
23812,89193
81393,84105
81393,84745
109632,109749
90639,90433
29215,29734
6893,8786
6893,7081
23299,24967
23299,23566
111744,34636
29533,29680
29533,30039
29533,29529
99821,99067
99821,100721
99821,99953
99821,101154
150798,38662
150798,149840
150798,38519
64799,65020
70814,71480
99844,99032
35580,36264
35580,26450
34008,34125
74298,79442
74298,88664
71582,71658
71582,72099
71582,71681
71582,86047
71582,86662
71582,72268
39886,39768
34588,35541
34588,35405
31301,31782
53804,52295
5963,43779
113376,113318
74955,76452
74955,76644
77857,81376
77857,83600
77857,77946
77857,78125
77857,83860
77857,77967
141778,141504
102377,118336
102377,102325
102377,117898
102377,118356
102377,118275
39162,38746
39162,38418
98910,98625
61830,65256
61830,65021
133979,127965
133979,134847
133979,133996
93537,93237
14696,11115
81653,59918
81653,81374
14480,2048
14480,6926
14480,14658
14480,14571
14480,6530
147148,145958
147148,146766
147148,145852
147148,98832
147148,146422
147148,145860
147148,145670
47201,48368
47201,47388
38845,150754
38845,38358
38845,151381
10306,10309
10306,10352
10306,9956
10306,10193
131970,132048
64513,65943
64513,54448
64513,66689
67016,67492
67016,67161
137980,137903
96983,97056
96983,98611
96983,96311
96983,145893
96983,146775
96983,95481
29941,30595
29941,31128
29941,30396
4710,3492
4710,4459
4710,68261
154780,154707
154780,154463
117989,118086
14579,14735
33058,33192
33058,32483
98754,98808
98754,97719
98754,98003
150760,38324
150760,150380
150760,150428
150760,150793
18202,18491
18202,17102
18202,18241
18202,18128
18202,10868
18202,17453
18202,10581
18202,17299
48725,47070
98379,105407
55406,55341
55406,55517
55406,57679
70310,70507
70310,71821
61314,61437
61314,61080
61314,153549
129936,130481
129936,43442
129936,130397
36623,37448
36623,36966
36623,25610
36623,36075
36623,35663
36623,26356
126607,126438
97391,96732
97391,97408
153882,154031
153882,90718
153882,153881
138510,138791
138510,138547
138510,138721
148192,148065
148192,141549
148192,149449
24590,106944
85184,85342
85184,86248
76803,75131
76803,76595
76803,75390
76803,76843
76803,75333
137570,138541
137570,137749
137570,137445
137570,138650
128516,128459
106260,95670
40578,40468
40578,40231
40578,39924
40578,40249
40578,40374
40578,150268
40578,151310
40578,39933
40578,39449
36184,150124
38933,140469
28108,28765
42806,43078
62207,62590
62207,62459
62207,62491
62207,51160
88459,88457
153325,151869
136161,143274
136161,136492
132751,132916
116999,117197
116999,116546
116999,116920
116999,116579
116999,116878
116999,116047
116999,103109
28608,29095
28608,28908
28608,28748
28608,28863
28608,28257
28608,32929
49877,47998
6156,5375
6156,5466
53823,53901
53823,54130
56977,56940
56977,56047
56977,56138
139786,140044
139786,139562
139786,139976
120207,103537
120207,115671
120207,120597
52084,51736
52084,51941
52084,51296
52084,52090
21685,21103
21685,21750
21685,21406
21685,21629
21685,21471
21685,21772
21685,21679
47721,47852
47721,47679
144894,144621
93088,92494
93088,92669
93088,92128
93088,92565
93088,92162
93088,92406
96483,97413
49011,48268
49011,47287
57873,57166
57873,57189
135346,135733
135346,135639
135346,135629
135346,135224
135346,135446
135346,135137
48096,48647
48096,9257
48096,49746
151922,151741
151922,151863
151922,151659
151922,151905
106795,106992
57232,57398
69138,67600
69138,68323
69138,68848
69138,69027
147692,147217
85190,82212
85190,85169
85190,85669
85190,85678
85190,87234
85190,45852
85190,85368
85190,45896
85190,150461
43483,40467
43483,39271
43483,40141
43483,43319
43483,43152
43483,39801
43483,43496
79339,80051
75727,75886
75727,75476
133477,133464
133477,133014
133477,139439
50659,52128
146951,145906
61577,71685
61577,71875
61577,61733
99389,99962
99389,129232
28652,28752
28652,28801
28652,28097
89533,89045
89533,22571
94165,94255
112563,104749
112563,114275
130989,131484
51707,51575
120838,120721
120838,126645
120838,120726
120838,121228
120838,120694
85800,84968
85800,142610
36304,37114
85063,84970
85063,86108
48680,47815
48680,47971
48680,47073
48680,48658
91165,90732
51463,62122
51463,51136
51463,62495
51463,51155
142267,142364
33707,112029
41292,41750
60276,60179
60276,60415
16257,15980
79418,79201
79418,79205
46857,84038
93567,93344
20519,20026
20519,17956
57137,57478
57137,55677
57137,55280
57137,57825
57137,57832
86181,86439
64294,63474
58546,58104
58546,50032
7152,16244
86103,86045
67738,67436
67738,67799
88048,87922
34134,34024
99229,99148
47006,48796
47006,47491
47006,46910
47006,48355
129998,140000
129998,130365
129998,133062
129998,130415
105666,106474
41396,41484
41396,41761
30443,30646
71598,71909
71598,71654
144020,144148
144020,144147
144020,144002
144020,144874
107837,107853
16578,16288
69027,69390
69027,68852
69027,69224
69027,69219
128314,91876
21403,21477
21403,21652
21403,21557
21403,21481
21403,21510
118576,119150
43972,43634
43972,44635
43972,500
43972,43918
43972,3241
153804,153982
153804,91103
153804,89938
10533,10260
138196,137987
138196,137778
138196,138805
138196,137930
135285,135548
135285,137137
135285,135936
24502,24581
24502,24958
68405,67372
68405,67267
68405,68366
139177,139302
139177,138934
25826,25066
25826,25287
126186,108517
126186,126868
126186,99211
12424,69674
12424,12020
6545,5395
6545,67983
110579,103164
29369,29403
145180,145020
145180,145105
52883,40687
52883,53752
68866,69231
68866,68533
96411,95361
96411,95890
80175,80362
80175,80298
80175,80403
121111,120755
121111,120648
121111,121328
121111,121181
39075,38970
39075,38921
39075,32821
39075,38653
39075,38904
39075,38814
131855,132157
131855,132014
131855,131815
36527,37550
92919,92759
25618,5716
25782,26915
25782,48284
25782,25441
15388,15238
51075,51584
51075,51571
51075,51185
51075,51581
51075,51126
51581,72879
51581,70640
51581,51885
51581,51435
51581,72569
51581,70968
51581,51465
51581,51228
44766,45150
44766,44218
44766,44653
44766,44564
97605,95186
97605,98330
97605,95780
84813,83078
84813,84142
84813,84425
596,19
596,307
152455,145355
149952,151173
149952,25155
23674,23838
23674,146362
23674,95649
23674,89168
23674,23248
98052,98135
98052,112761
123229,123563
123229,123580
10816,47325
10816,11086
130462,139645
81276,67107
81276,81831
81276,77181
102127,101578
102127,101371
33261,32993
33261,32390
103483,103543
35478,34612
35478,34452
153525,74719
102074,102294
102074,101539
102074,102209
102074,101774
102074,125939
40802,42216
40802,73919
40802,40894
40802,31687
135257,135930
135257,135358
135257,135357
139863,139953
10049,17304
10049,14078
10049,10589
125262,125456
125262,131298
125262,125314
92431,92553
92431,92496
92431,93033
92431,92464
92431,92178
94317,94731
139672,132041
110659,112330
110659,110648
56120,56454
56120,56702
56120,56241
71809,71606
2308,69469
2308,3180
86959,87421
86959,86476
143868,143782
143868,143758
143868,135905
143868,143555
143868,143590
152234,152194
47562,49547
47562,48294
47562,49000
47562,48781
47562,48909
41076,41176
115354,115077
115354,122105
101796,102221
101796,101832
143493,143304
70896,71502
70896,70366
70896,70637
70896,73854
70896,70279
70896,73123
109802,109868
109802,109710
52886,52631
52886,52281
124809,125805
97048,145943
97048,96623
52214,52094
3896,4011
3896,3790
98667,97760
150386,39182
150386,39896
90246,91130
90246,154078
90246,90876
90246,154042
90246,154006
90246,153991
90246,90621
45369,44120
45369,44049
45369,45443
139805,133122
139805,140036
43763,45258
43763,45815
43763,44268
869,259
27121,27114
117322,116435
3132,2683
154564,154251
154564,154482
75735,76788
75735,75444
75735,75518
75735,75141
75735,76605
75735,74989
124274,124083
124274,123867
124274,124218
72334,71562
72334,71949
72334,82141
83987,84700
83987,83820
120532,119977
48331,48719
48331,48464
48331,48684
48331,47519
48331,48035
48331,47849
152689,152243
152689,152781
152689,152224
152689,152664
83556,82759
83556,82920
83556,83504
59164,78241
80808,80716
80808,86055
80808,80564
80808,80560
80808,80887
31171,31840
31171,42495
31171,42622
31171,31525
31171,42332
31171,42607
74583,144895
74583,74362
74583,144119
74583,74193
61183,93649
61183,61109
840,83833
840,162
840,46855
154978,155312
154978,155610
140479,140554
140479,142308
140479,140798
54,143
54,212
91216,79842
91216,91306
91216,91245
34621,35353
34621,35175
125310,124931
125310,122891
43894,45135
43894,44827
43894,25402
43894,25917
117282,116510
71756,72223
71756,72622
115136,115036
115136,115231
115136,115517
113098,112646
55796,56852
55796,63981
55796,57051
122490,122699
122490,122559
122490,122969
122490,122865
122490,122531
136711,136668
80518,60378
80518,60363
130183,130708
130183,130728
130183,130115
32864,32652
32864,32557
32864,33399
115377,122114
115377,121989
115377,115207
115377,115175
115377,121799
115377,115236
84100,83725
91273,91241
91273,88887
91273,88544
97070,96325
97070,95484
66677,66914
110988,111833
110988,112251
110988,110832
110988,111441
110988,110878
110988,110763
115544,117248
115544,115708
115544,115691
115544,116094
115544,116879
82974,83450
82974,82335
67037,66977
82603,82838
82603,83259
98072,97910
56650,65128
56650,62017
41834,53288
41834,42252
41834,41938
22991,24076
22991,22941
128970,129384
32895,32727
32895,32327
34128,33999
24161,23340
24161,23162
24161,22193
24161,120178
98519,97697
98519,147059
98519,98922
43898,46494
43898,44850
43898,44510
43898,44136
9947,14153
9947,10522
54030,52116
11672,2379
11672,11882
11672,11889
94843,94208
94843,92977
94843,92135
58727,69213
58727,75616
44370,5872
44370,45010
44370,44738
105350,105077
105350,104585
105350,97837
13068,13208
13068,13091
13068,13135
13068,13011
18425,19261
18425,19043
126897,127105
126897,127440
27825,27538
104905,104228
71922,71722
71922,72190
71922,71916
71922,71799
71922,72174
71922,72000
150940,39396
150940,151499
150940,150658
150940,39648
150940,150222
89701,153982
89701,89759
89701,89882
89701,96502
90456,90333
25708,25685
25708,35745
25708,38884
97504,89196
97504,90081
54457,53699
151996,153125
151996,151659
118823,118590
15801,14510
15801,15654
544,601
544,889
544,772
544,1113
61886,62204
61886,62089
61886,56264
20295,18211
20295,13758
20295,14253
20295,20023
20295,17071
16678,16751
16678,16371
16678,16884
16678,16582
16678,16341
68228,69754
44053,44872
44053,43980
44053,5763
9817,4994
9817,45031
9817,5401
104867,125878
85193,63060
85193,85540
46582,149572
46582,142431
46582,46031
11223,15442
11223,11553
99882,100010
99882,100191
127383,127441
127383,127072
152538,152540
152538,152797
152538,152750
65282,65169
65282,65149
102006,102244
102006,101287
68893,68469
68893,1018
73656,72566
31589,31975
31589,31577
31589,32117
152449,152742
152449,145043
152449,151679
119955,120114
119955,120046
119955,120546
119955,119954
119955,119889
119955,120142
119955,120326
119955,120555
133877,133724
99716,99059
99716,99255
78417,78430
113861,113417
113861,114012
33223,33346
7320,6589
23499,24253
23499,23951
23499,23726
23499,23374
23499,95985
23499,96298
147758,153942
144249,144147
109075,109458
101107,101117
101107,99464
101107,108225
137248,137672
137248,137472
106411,120302
106411,120292
86395,86248
6424,5016
6424,7542
6424,6350
20069,17419
20069,20013
94380,94537
94380,133777
94380,134215
94380,133782
94380,94114
97725,98047
97725,97776
97725,98629
97725,98339
97725,98267
97725,97911
97725,97806
97725,32561
97725,98714
97725,98970
97725,98971
150171,25403
150171,37869
150171,147896
99449,99362
85579,85080
149588,149236
149588,149606
149588,148737
149588,148836
32089,31336
154138,153923
46319,46136
82986,82780
51528,73824
51528,51906
51528,51424
3400,69944
3400,69605
59463,59149
59463,58628
59463,58793
97543,97897
97543,98789
97543,98770
4855,4256
4855,3708
104850,105377
104850,106593
151370,151173
151370,150964
95609,95047
95609,106657
5178,6125
83576,77940
11358,15340
11358,11361
11358,11557
11358,11292
61231,80257
120121,119923
120121,103801
120121,119935
120121,102954
120121,120553
56298,56758
134953,135067
134953,88662
134953,134385
35045,35489
35045,34631
15763,15301
15763,15674
54938,55033
54938,54679
54938,64496
91370,91405
91370,91178
96751,97549
96751,96109
96751,96431
96751,96311
96751,146605
149374,148785
149374,148408
115949,103657
155405,155482
155405,155421
90325,90508
63373,72957
63373,63756
63373,63508
106307,103958
106307,106744
106307,106182
95656,95333
33229,32312
33229,32451
77266,77106
77266,968
77266,67739
103008,103431
51272,53567
51272,51039
14763,14985
14763,14811
14763,15035
14763,9731
14763,14557
14763,6537
125304,125858
14412,3795
14412,15492
14412,14681
91747,91419
91747,91695
91747,91998
91747,91908
84532,84134
84532,84766
46094,84761
46094,46231
46094,142163
138014,138419
138014,138338
138014,138222
138014,138358
138014,138234
153067,153606
129821,129870
129821,129864
129821,129852
129821,122193
129821,129822
129821,115658
129821,107222
120101,119932
86611,85953
89521,89718
89521,89998
72448,74000
72448,74039
72448,72701
100728,100547
144657,144477
144657,136687
147276,147653
147276,147821
118336,119621
118336,118392
138802,138470
138802,138632
123183,122683
123183,122576
155256,155182
155256,147327
94150,128724
51361,63905
4673,2034
4673,4696
38965,39136
38965,131586
147331,147221
94683,94591
94683,92482
80568,80809
145426,145228
145426,145575
147694,154499
147694,147856
147694,147554
152508,152304
152508,152556
9910,8805
124666,124577
109786,114571
109786,101458
109786,110052
109786,109800
109786,109817
97131,96310
97131,97037
68238,68546
57885,55893
57885,57474
57885,57732
6575,6404
45899,45890
45899,85860
1783,676
1783,1857
1783,1864
125207,125455
125207,111686
37159,36509
37159,37147
37159,35965
105620,105540
80983,80986
476,722
30646,29333
30646,31084
41005,40652
41005,41019
37140,37326
37140,36344
130899,131451
130899,131317
130899,92708
130899,132230
131092,131881
131092,132197
108891,101042
108891,109054
59965,60044
59965,60863
59965,60256
31912,31529
31912,31267
114620,114673
114620,114566
114620,114355
114620,109787
114620,114591
114620,114361
74600,136327
74600,88734
60449,60424
112222,111063
8157,15699
8157,8069
77826,77745
77826,77900
65028,64814
65028,50294
65028,65779
65028,54844
65028,64560
75879,76356
119116,118939
119116,118534
119116,119407
119116,118594
101434,101547
101434,102226
137902,137820
137902,138009
31131,152527
64438,64340
64438,64616
64438,62230
102024,101986
8699,8356
8699,5500
8699,7941
8699,7629
138032,137916
138032,138011
138032,137930
138032,138352
138032,137903
87321,87327
87321,87137
87321,87165
87321,87266
87321,86979
87321,87190
60730,60670
60730,60765
148989,148679
61499,134804
61499,60996
61499,61531
9772,9006
9772,9070
20652,20914
20652,20787
20652,19382
20652,22083
79467,79710
27628,27133
27628,27361
133738,133825
133738,133761
88573,88772
57356,56021
6057,5915
133285,133243
133285,133314
133285,132441
127738,127663
25125,47646
25125,25377
25125,26258
25125,26503
10681,10450
10681,10523
82156,83525
82156,82929
17400,18156
17400,17225
17400,17880
17400,17126
17400,18080
17400,17152
17400,17049
79253,78967
79253,79702
4416,4105
4416,4477
111427,111635
27370,27863
122677,123160
71010,70708
71010,70723
71010,70603
71010,71344
111080,32784
138405,137777
139832,132538
2147,2870
55572,57086
55572,55088
55572,55530
55572,55448
55572,55456
55572,55416
152175,153677
152175,152066
152175,152094
152175,152984
152175,152221
28922,28923
28922,28585
28922,29030
69047,46831
69047,68153
96667,96923
29262,29255
97756,147181
97756,97238
61494,61137
61494,61180
61494,60228
61494,60965
47212,48235
47212,48359
47212,48276
47212,47828
106591,117650
106591,107028
21821,21848
21821,21682
35922,35612
35922,40608
6259,83660
58202,47410
156,310
156,36
10558,10380
75674,78173
114840,114833
114840,114741
114840,114771
114840,114610
68548,68819
68548,67163
68548,68370
50329,50216
50329,50479
137617,137555
137617,137360
137617,137595
152002,151999
151734,152039
151734,151718
151734,151721
151734,144004
26058,26963
119043,118688
119043,119568
119043,118537
34094,33203
34094,34354
34094,34187
151338,151205
151338,150864
151338,151461
151338,151284
151338,40346
125836,125920
125836,124884
60809,60900
44437,44415
67357,67306
67357,67765
67357,75370
67357,67807
71308,61634
95027,95053
95027,95239
95027,95559
95027,95881
95027,95450
95027,94990
62367,62570
146663,146065
146663,145792
124504,124556
3095,2587
133201,133282
133201,132859
133201,133321
131599,130937
131599,132848
131599,131839
122580,122800
36001,149919
48803,47625
48803,47962
48803,48669
48803,47259
48803,48157
43674,44354
43674,44227
39044,38241
34997,34582
141587,142673
113772,113848
113772,113906
113772,113853
64527,64891
64527,54054
84168,82570
84168,83327
28062,28971
28062,28184
75090,76797
63903,63934
6318,6230
6318,6079
144725,134652
144725,143522
155485,155193
115152,114992
73378,74005
73378,72359
26347,25785
26347,26381
26347,36659
26347,48009
111572,111675
111572,111811
105536,106053
105536,105842
95564,96015
95564,97599
95564,107369
95564,95770
95564,95215
132787,133437
132787,133391
132787,132329
87677,87678
39224,38970
39224,34984
39224,38349
39224,36273
39224,38350
74339,151953
120075,117758
120075,120579
120075,117803
154300,154204
154300,22752
153528,153086
153528,143641
153528,65866
153528,153074
153528,50671
153528,41063
16056,16243
61001,153053
61001,61526
61001,61505
61001,61426
75434,76707
81890,81512
81890,82068
81890,81446
128764,129233
143337,143402
143337,143470
143337,143259
24370,24822
145137,152106
145137,31402
145137,145265
145137,145311
94011,93788
94011,94669
94011,93898
140739,140611
140942,142328
140942,150159
53859,54246
107172,106638
15091,14636
15091,14762
46140,46109
46140,67469
104490,107353
104490,116277
18113,17863
110289,110316
100420,100504
100420,100298
100420,100098
100420,100282
100420,100360
100420,100200
119730,119747
119730,119710
79361,79110
79361,79152
3011,3266
3011,3059
94510,94043
94510,93787
94510,93993
80064,80988
80064,80016
146095,95305
70040,7444
70040,11940
70040,68058
68066,77031
134288,134198
134288,93966
154078,90237
154078,154089
59768,59765
59768,56931
134722,134960
134722,135044
134722,134725
134722,133791
134722,133632
128858,129116
128858,129428
106072,107187
106072,106902
106072,105506
30175,29685
30175,30110
30175,29976
30175,31128
30175,29920
141897,133126
141897,141393
47017,48891
125450,125521
125450,111686
18445,18773
18445,18485
18445,19135
121326,121546
121326,121298
121326,121478
59897,59662
40838,61169
40838,56583
40838,60490
40838,31605
40838,152205
40838,30496
30072,30879
16303,16832
57230,57250
57230,55799
57230,78859
57230,78708
21298,21258
125915,125824
125915,130685
125915,130206
125915,125053
154910,155219
154910,155445
154910,147283
154910,155315
111285,111317
111285,110668
111285,111724
23947,22859
23947,154685
23947,23878
23947,23378
23947,23788
32998,32335
32998,32445
32998,34598
32998,32628
154629,154432
154629,154721
154629,22276
102833,116442
102833,102891
149985,149762
149985,149964
116293,102593
116293,116134
107125,107028
107125,106523
137813,138178
137813,137845
73758,73627
73758,73355
146920,146771
146920,145731
146920,145835
117407,117764
117407,114204
11597,8604
74206,74753
74206,74664
74206,74417
74206,74715
74206,74521
74206,136352
74206,135987
74206,74488
14931,15022
15716,15023
15716,11463
15716,12957
15716,8238
47045,48311
47045,48108
47045,49528
47045,46923
129995,131943
129995,130553
60176,80122
60176,60507
17516,17802
65373,65215
837,84574
92934,92543
23026,22386
124215,123942
124215,123284
57627,57497
57627,57462
57627,57412
57627,62990
57627,63932
57627,63792
113343,113782
80870,80649
80870,93584
80870,80821
80870,80659
80870,80758
2398,2432
2398,4287
2398,2945
2398,2030
35889,125315
69313,4871
69313,68398
69313,3618
142035,37889
142035,36012
135821,135715
135821,135153
135821,135443
135821,135867
6816,6556
6816,6477
6816,14437
52762,54407
70208,71278
70208,71003
31378,144527
31378,31308
31378,31866
31378,32166
112762,110743
112762,112702
112762,102698
71532,71839
143523,143844
143523,144599
109214,109269
41164,40925
41164,41069
155519,155042
155519,155054
53572,52407
71155,72849
71155,70214
71155,71086
71155,73377
71155,70918
18467,18984
18467,18576
131458,101089
122921,123083
122921,122920
122838,123002
122838,122949
114298,114318
114298,114108
55873,64264
19115,19378
19115,19233
19115,19543
19115,19565
35376,35332
35376,28550
131149,131311
31463,31743
31463,42309
31463,50625
31463,50873
31463,50208
67157,67277
67157,67319
67157,67506
67157,67124
67157,67629
113107,113127
43870,45729
43870,44235
43577,42992
43577,43566
73316,72688
124057,124318
124057,124237
37508,37388
148689,149025
148689,149715
148689,148466
6321,5959
6321,5174
6321,45725
46624,46414
46624,45883
8376,9727
142795,35697
5618,6246
81991,82919
81991,82991
81991,83392
99143,99819
99143,99196
99143,99933
99143,99182
67733,67694
152894,152935
152894,153002
152894,29519
95613,94877
69819,45772
60115,60138
60115,60059
125366,131276
16551,16781
16551,16420
16551,18189
16551,16475
16551,16903
113372,114084
113372,113673
113372,114322
113372,113981
113372,113334
113372,113322
93557,93615
123912,124298
123912,123341
2403,2385
149265,148761
49179,49310
49179,49613
49179,49421
22787,97490
22787,24641
82719,82570
82719,46088
82719,82985
82719,151214
82719,83246
82719,80601
82719,82636
82719,84004
72760,72612
154675,154715
154675,154578
141398,142454
141398,142358
141398,141758
141398,148680
143358,143281
143358,143406
103979,103811
103979,102783
103979,104033
113844,114261
113844,113248
113844,113643
113844,113833
113844,113551
113844,113361
66577,65800
149336,148801
149336,149133
131924,131412
131924,131551
107761,108039
104883,104707
104883,114134
104883,104713
104883,102798
104883,104765
155166,24919
68688,69274
154690,23305
154690,154705
154690,154621
154690,22144
154690,23491
33654,125513
53681,53744
53681,53633
53681,53021
53681,52661
53681,51304
53681,53662
61503,61094
61503,60917
61503,153442
150259,150851
150259,150583
150259,39296
150259,150676
13408,10096
13408,13890
13408,13628
17088,17058
131021,131536
131021,100513
131021,130910
69962,69783
69962,7540
69962,69773
13838,13815
13838,14090
13838,13931
126405,126217
126405,107897
126405,102111
126405,126358
126405,102320
126405,125994
126405,126193
126405,125981
126405,126101
126405,126655
126405,101790
126405,102121
64316,63767
64316,64024
15246,15894
15246,16053
15246,15967
15246,15107
105809,106721
18363,17732
79525,79645
79525,79660
79525,79303
75348,76227
124586,124551
124586,124621
85525,85825
135645,135129
135645,135137
129437,129412
59519,58957
59519,58658
10092,11512
64534,65015
64534,65051
64534,64440
115268,110345
115268,109268
40934,40898
40934,41131
40934,41763
40934,70926
30024,30303
69496,69860
69496,69748
69496,69951
69496,69487
16530,16815
16530,16859
16530,16397
16530,16663
134025,134199
134025,134535
81085,86862
81085,81031
81085,86789
81085,61643
78277,78259
144397,144640
144397,144727
144710,144573
144710,144362
144710,144373
144710,144432
144710,144682
144710,144783
154878,155082
154878,22181
154878,23379
44823,45469
44823,44880
44823,44139
44823,44454
44823,44368
17650,17361
17650,18077
17650,18207
17650,17644
101078,99026
121415,134119
121415,121497
121415,120828
23920,23215
106487,106817
106487,106323
106487,105572
73592,72454
73592,73287
73592,73767
67008,67730
261,994
261,76851
261,69155
72693,73660
48981,47761
111737,111962
111737,111590
114662,114506
114662,114638
17099,18109
17099,17337
19860,19742
19860,19887
19860,19845
19860,19687
19860,19856
19860,19943
19860,21847
19860,20937
135274,135718
18757,18875
18757,18999
18757,18963
18757,18480
18757,18945
18757,18852
95376,95974
95376,96035
95376,95424
95376,96020
95376,95045
95376,95982
95376,95258
108180,107779
5803,5477
5803,43857
146271,146116
234,57
234,6
234,437
37986,37774
37986,37755
37986,39587
37986,38091
37986,38764
9507,8881
9507,9843
9507,9661
85411,83227
136409,136240
136409,136117
63900,72331
63900,63158
31209,32070
31209,31609
61445,61184
61445,79195
61445,80209
61445,60932
61445,61178
61445,80529
71840,72959
71840,72721
145262,152084
145262,145297
145262,145287
92254,93074
92254,92845
92254,92273
44069,44908
80508,60953
80508,80171
80508,60417
100075,100118
100075,100377
100075,100355
100075,100068
33271,32880
136740,136694
136740,136452
28063,28462
28063,29012
28063,28409
82932,83658
82932,82177
77226,77105
134926,134725
134926,134647
134926,121533
134926,133881
134926,121334
134926,134340
134926,134681
134926,133951
134926,133784
97094,96611
123538,100732
123538,131373
17995,18357
17995,17669
125476,125591
125476,125396
125476,122735
125476,124982
127284,127426
77913,78131
77913,77915
10935,10782
10935,10972
10935,10171
10935,10894
10935,58186
10935,10845
10935,15865
10935,14816
10935,10898
107502,107831
110875,110987
110875,110789
110875,111033
127930,127625
127930,127671
8446,8510
70032,69844
152425,151708
144426,144597
144426,143844
55219,78550
55219,55206
55219,55285
55219,55440
55219,55163
106606,105463
55990,56013
55990,56146
7541,7178
7541,15115
55689,56832
125605,43424
125605,130769
86431,85952
86431,86306
26633,26466
66445,66046
60156,60494
60156,60478
13402,13073
148495,149116
148495,149654
148495,148685
148495,148497
140147,140597
140147,140202
140147,138851
140147,140538
83163,83344
77792,74886
77792,74909
149864,149181
13977,14143
13977,14087
45890,46050
12332,12501
12332,12433
20609,20698
115007,115429
115007,109334
115007,115046
115007,109277
115007,109308
115007,109207
115007,109228
61126,41539
61126,56186
58967,59050
58967,59169
58967,59412
97054,97082
97054,96094
97054,96099
97054,95268
49298,49716
148776,44674
128061,129070
128061,128258
128061,129407
128061,127794
36531,36553
82920,82360
82920,83667
69406,68860
69406,69408
27135,27056
27135,35940
32925,33004
32925,119146
93489,93551
5202,5657
5202,5221
121920,121953
99524,99641
99524,94541
99524,99852
99524,129435
99524,128454
105605,106516
105605,103640
105605,106774
105605,105691
105177,120619
105177,104664
105177,119989
105177,104138
105177,119997
105177,120331
58488,47063
58488,58150
139407,139453
139407,139424
139407,139475
136448,136735
136448,136648
152341,152695
106294,105072
34048,34239
34048,34317
65950,54226
116906,116926
116906,116712
49238,49279
99616,99332
99616,100089
99616,99442
74597,74233
74597,74171
74597,74195
74597,74174
50217,50638
58710,58905
58710,59299
17811,17445
20611,20915
20611,20983
20611,20633
128090,127496
128090,128304
128090,128083
128090,133919
101166,99213
101166,107887
2516,4105
2516,3156
2516,11870
145994,146466
145994,97198
145994,146386
145994,146316
66455,51027
21735,21691
21735,20885
12727,12711
12727,69035
12727,12881
12727,12895
8842,8838
134177,134090
82332,83080
82332,81895
112808,112408
112808,112475
60930,80419
60930,61000
60930,61036
60930,73790
61678,81068
61678,61621
61678,61666
61678,86225
131762,131783
131762,139992
131762,132074
131762,132184
12372,12688
74284,74552
74284,74362
12531,12536
105244,98848
105244,117859
105244,104369
105244,105610
105244,106866
105244,104637
70368,70768
70368,70783
70368,73868
112854,112512
112854,112556
113600,113737
113600,113300
113600,114167
47079,48212
47079,25089
47079,36856
90513,90908
90513,90154
102386,101598
102386,102374
102386,101513
97720,97581
75364,75330
75364,75358
75364,75683
7037,7160
7037,7279
16144,12675
49488,49592
49488,49881
49488,49134
12316,12934
12316,12249
12316,12392
81904,82096
25466,25938
43272,43050
43272,43035
15272,15638
142975,134972
142975,142817
142975,142943
117930,118286
117930,102276
5648,4685
112713,112277
112713,113181
69353,68773
69353,68620
29159,30060
29159,30083
29159,29216
29159,29661
29159,29851
73617,72889
73617,82635
134636,134598
986,96
986,363
76503,75603
50441,50940
50441,50624
18204,17552
63822,63898
63822,62734
63822,63074
121394,121549
121394,121329
63237,63012
63237,64101
63237,63582
4466,4872
4466,6721
95958,94994
95958,95020
95958,95792
95958,94920
102244,101496
102244,125981
102244,101192
102244,101584
102244,109631
93466,93605
93466,93609
8606,47181
8606,5835
8606,7687
12178,12695
12178,12403
12178,12724
82955,83470
34444,35540
34444,33868
64249,63965
64249,63697
59992,60467
115264,115434
115264,109291
79357,91432
79357,79613
65170,66254
4988,5257
4988,6084
108809,123881
108809,124145
108809,124216
54458,54375
54458,54294
54458,54495
54458,53759
54458,54117
62425,62331
120638,120434
120638,119987
86284,86371
86284,86351
86284,86572
86284,86638
54282,53671
1706,1236
1706,1965
1706,4577
146963,146154
146963,146371
146963,146272
47554,49290
47554,47736
47554,48129
47554,58014
5401,6238
5401,5239
5401,9313
53589,53272
77189,77250
