NAICS 1 Code,NAICS 1 Description,1 - 4 employees,5 - 9 employees,10 - 19 employees,20 - 49 employees,50 - 99 employees,100 - 249 employees,250 - 499 employees,500 - 999 employees,"1,000+ employees",s,xi
325130,Synthetic Dye and Pigment Manufacturing,95,95,95,95,95,95,95,95,95,9.36847747284322,1.1257572124237374
325180,Other Basic Inorganic Chemical Manufacturing,1252,1252,1252,1252,1252,1252,1252,1252,1252,4.480472824389295,1.410267711490466
325193,Ethyl Alcohol Manufacturing,53,53,53,53,53,53,53,53,53,23.335993506410823,0.24252987324193748
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",116,116,116,116,116,116,116,116,116,2.6932748444462233,1.5669545527696607
325199,All Other Basic Organic Chemical Manufacturing,756,756,756,756,756,756,756,756,756,5.30068861114485,1.4512239174965558
325211,Plastics Material and Resin Manufacturing,904,904,904,904,904,904,904,904,904,7.919265983681471,1.2567300266005117
325212,Synthetic Rubber Manufacturing,94,94,94,94,94,94,94,94,94,6.6675350277758785,1.273539076516991
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,85,85,85,85,85,85,85,85,85,6.914517764408226,1.3433917187376845
325311,Nitrogenous Fertilizer Manufacturing,196,196,196,196,196,196,196,196,196,5.6997250806206035,1.0187480552287327
325312,Phosphatic Fertilizer Manufacturing,26,26,26,26,26,26,26,26,26,11.495699848556486,1.0056452699188165
325314,Fertilizer (Mixing Only) Manufacturing,328,328,328,328,328,328,328,328,328,3.5871065049775064,0.8244334966379983
325320,Pesticide and Other Agricultural Chemical Manufacturing,572,572,572,572,572,572,572,572,572,2.602708116640586,1.4020604620113861
325411,Medicinal and Botanical Manufacturing,727,727,727,727,727,727,727,727,727,2.3956446725967915,1.263064851667333
325412,Pharmaceutical Preparation Manufacturing,3936,3936,3936,3936,3936,3936,3936,3936,3936,4.224369767808824,1.4534117068280605
325413,In-Vitro Diagnostic Substance Manufacturing,113,113,113,113,113,113,113,113,113,2.1194056130072587,1.1799263516149983
325414,Biological Product (except Diagnostic) Manufacturing,1216,1216,1216,1216,1216,1216,1216,1216,1216,1.774305708126088,1.3755179988205652
325510,Paint and Coating Manufacturing,1011,1011,1011,1011,1011,1011,1011,1011,1011,5.739849923808609,0.9082120992515026
325520,Adhesive Manufacturing,494,494,494,494,494,494,494,494,494,6.497628407201832,1.1118993349961372
325611,Soap and Other Detergent Manufacturing,806,806,806,806,806,806,806,806,806,1.4000832739402553,1.5584773684269755
325612,Polish and Other Sanitation Good Manufacturing,1041,1041,1041,1041,1041,1041,1041,1041,1041,3.6951404811249073,1.0600889526411406
325613,Surface Active Agent Manufacturing,87,87,87,87,87,87,87,87,87,3.492593461818557,1.1883685446783174
325620,Toilet Preparation Manufacturing,2879,2879,2879,2879,2879,2879,2879,2879,2879,1.0441362986805243,1.6158990925863614
325910,Printing Ink Manufacturing,304,304,304,304,304,304,304,304,304,5.141511970257684,0.8471322786758025
325920,Explosives Manufacturing,120,120,120,120,120,120,120,120,120,4.034846467967149,1.3228318821871796
325991,Custom Compounding of Purchased Resins,37,37,37,37,37,37,37,37,37,18.074046377219904,0.7552686797050305
325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",184,184,184,184,184,184,184,184,184,2.6184053834036507,1.3634640583028754
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,1827,1827,1827,1827,1827,1827,1827,1827,1827,3.2399710622452407,1.152917147271002
326111,Plastics Bag and Pouch Manufacturing,91,91,91,91,91,91,91,91,91,16.10265390251101,0.8995228565477671
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,61,61,61,61,61,61,61,61,61,8.100537023879351,1.4694938469536143
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,187,187,187,187,187,187,187,187,187,15.31626428850396,1.0859469744049597
326121,Unlaminated Plastics Profile Shape Manufacturing,57,57,57,57,57,57,57,57,57,11.00639677405976,1.1011860793604649
326122,Plastics Pipe and Pipe Fitting Manufacturing,89,89,89,89,89,89,89,89,89,21.75558592586635,0.6814818905460133
326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",109,109,109,109,109,109,109,109,109,13.109046094269003,0.7392324529086081
326140,Polystyrene Foam Product Manufacturing,27,27,27,27,27,27,27,27,27,2.6463703034644555,3.3522165235885852
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,385,385,385,385,385,385,385,385,385,12.199407293349982,0.9983522855858795
326160,Plastics Bottle Manufacturing,78,78,78,78,78,78,78,78,78,13.731272636597929,1.214785794108045
326191,Plastics Plumbing Fixture Manufacturing,128,128,128,128,128,128,128,128,128,6.229939088736646,1.27981747391267
326199,All Other Plastics Product Manufacturing,3180,3180,3180,3180,3180,3180,3180,3180,3180,9.898632200513816,1.1340633856722768
326211,Tire Manufacturing (except Retreading),288,288,288,288,288,288,288,288,288,1.7704840982933536,1.8400724411775848
326212,Tire Retreading,65,65,65,65,65,65,65,65,65,4.941797340207433,0.6424243650802619
326220,Rubber and Plastics Hoses and Belting Manufacturing,105,105,105,105,105,105,105,105,105,9.721370762425773,1.4151415258103812
326291,Rubber Product Manufacturing for Mechanical Use,69,69,69,69,69,69,69,69,69,14.303748098831349,1.0394523060013237
326299,All Other Rubber Product Manufacturing,661,661,661,661,661,661,661,661,661,8.219082986537433,1.0499949811056135
327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",1053,1053,1053,1053,1053,1053,1053,1053,1053,0.5252232278232891,1.6025415005381083
327120,Clay Building Material and Refractories Manufacturing,506,506,506,506,506,506,506,506,506,5.136852932977856,1.232581050785378
327211,Flat Glass Manufacturing,356,356,356,356,356,356,356,356,356,2.789682551473386,1.6761311896145425
327212,Other Pressed and Blown Glass and Glassware Manufacturing,738,738,738,738,738,738,738,738,738,1.8776481656401318,1.3740418411340234
327213,Glass Container Manufacturing,110,110,110,110,110,110,110,110,110,4.4345865336739365,2.1540246191184607
327215,Glass Product Manufacturing Made of Purchased Glass,1083,1083,1083,1083,1083,1083,1083,1083,1083,1.8201269202429118,1.4867506718117516
327310,Cement Manufacturing,219,219,219,219,219,219,219,219,219,6.291924443356633,1.3872845982691973
327320,Ready-Mix Concrete Manufacturing,1630,1630,1630,1630,1630,1630,1630,1630,1630,10.816531038521244,0.44124185999530846
327331,Concrete Block and Brick Manufacturing,281,281,281,281,281,281,281,281,281,9.944836171362667,0.5586194793465687
327332,Concrete Pipe Manufacturing,33,33,33,33,33,33,33,33,33,19.735781877862152,0.47821472822597233
327390,Other Concrete Product Manufacturing,1604,1604,1604,1604,1604,1604,1604,1604,1604,6.396786599012835,0.8811075567538567
327410,Lime Manufacturing,151,151,151,151,151,151,151,151,151,1.5834018432258317,1.3398690186217657
327420,Gypsum Product Manufacturing,758,758,758,758,758,758,758,758,758,0.4879112634807824,1.812301998212934
327910,Abrasive Product Manufacturing,243,243,243,243,243,243,243,243,243,6.633632840702644,1.0612871847889132
327991,Cut Stone and Stone Product Manufacturing,934,934,934,934,934,934,934,934,934,6.111399340563468,0.584860209727194
327992,Ground or Treated Mineral and Earth Manufacturing,139,139,139,139,139,139,139,139,139,8.216882473527232,0.9361112938953151
327993,Mineral Wool Manufacturing,81,81,81,81,81,81,81,81,81,12.219899736397782,1.3316379089595425
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,226,226,226,226,226,226,226,226,226,4.118178233660229,0.9902688076264463
331110,Iron and Steel Mills and Ferroalloy Manufacturing,1257,1257,1257,1257,1257,1257,1257,1257,1257,3.4936062990920655,1.6078181378310645
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,207,207,207,207,207,207,207,207,207,8.881656389441783,1.4546439616951683
331221,Rolled Steel Shape Manufacturing,262,262,262,262,262,262,262,262,262,4.497411046319952,1.475873057889216
331222,Steel Wire Drawing,183,183,183,183,183,183,183,183,183,7.26358733726147,0.9601225870625975
331313,Alumina Refining and Primary Aluminum Production,102,102,102,102,102,102,102,102,102,4.475633791522511,1.8723185124301622
331314,Secondary Smelting and Alloying of Aluminum,13,13,13,13,13,13,13,13,13,30.808027515759377,0.7257266143882275
331315,"Aluminum Sheet, Plate, and Foil Manufacturing",92,92,92,92,92,92,92,92,92,6.449976899110945,2.005036339258171
331318,"Other Aluminum Rolling, Drawing, and Extruding",185,185,185,185,185,185,185,185,185,12.068826232626996,1.4375417743218701
331410,Nonferrous Metal (except Aluminum) Smelting and Refining,308,308,308,308,308,308,308,308,308,1.8951070649549404,1.5932057911530157
331420,"Copper Rolling, Drawing, Extruding, and Alloying",133,133,133,133,133,133,133,133,133,11.189326750907297,1.440347784282839
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",403,403,403,403,403,403,403,403,403,2.1282952730427516,1.4190591474645768
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",118,118,118,118,118,118,118,118,118,5.765277742768702,1.27131460675968
331511,Iron Foundries,103,103,103,103,103,103,103,103,103,20.762539194783493,1.0919719371503458
331512,Steel Investment Foundries,100,100,100,100,100,100,100,100,100,4.992041998456006,2.1652615281086036
331513,Steel Foundries (except Investment),107,107,107,107,107,107,107,107,107,8.129925941050967,1.462560266889947
331523,Nonferrous Metal Die-Casting Foundries,73,73,73,73,73,73,73,73,73,24.805708773058978,0.9105713700257085
331524,Aluminum Foundries (except Die-Casting),118,118,118,118,118,118,118,118,118,13.733509317375564,0.9211766893615321
331529,Other Nonferrous Metal Foundries (except Die-Casting),326,326,326,326,326,326,326,326,326,5.730845130828646,1.2038408861132623
332111,Iron and Steel Forging,548,548,548,548,548,548,548,548,548,2.8655697026413716,1.714953517956754
332112,Nonferrous Forging,55,55,55,55,55,55,55,55,55,5.60915695365992,1.6428391427131541
332114,Custom Roll Forming,14,14,14,14,14,14,14,14,14,8.89750819277226,0.47865040634605693
332117,Powder Metallurgy Part Manufacturing,12,12,12,12,12,12,12,12,12,24.493425611721257,0.9815630574908625
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",872,872,872,872,872,872,872,872,872,11.657571226068862,0.8790041674670744
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",1065,1065,1065,1065,1065,1065,1065,1065,1065,0.37554788477718776,1.3992892358452083
332216,Saw Blade and Handtool Manufacturing,1037,1037,1037,1037,1037,1037,1037,1037,1037,2.8842284292365106,1.2367085357649117
332311,Prefabricated Metal Building and Component Manufacturing,912,912,912,912,912,912,912,912,912,4.047096835374788,1.1576519628929691
332312,Fabricated Structural Metal Manufacturing,3125,3125,3125,3125,3125,3125,3125,3125,3125,7.236256863933223,0.804651548529439
332313,Plate Work Manufacturing,813,813,813,813,813,813,813,813,813,6.207179306662443,1.0997208120007083
332321,Metal Window and Door Manufacturing,920,920,920,920,920,920,920,920,920,4.342929045825784,1.3010611359373287
332322,Sheet Metal Work Manufacturing,2046,2046,2046,2046,2046,2046,2046,2046,2046,8.284284982391025,0.7810409391005413
332323,Ornamental and Architectural Metal Work Manufacturing,1439,1439,1439,1439,1439,1439,1439,1439,1439,3.46465355890621,0.8878513798106354
332410,Power Boiler and Heat Exchanger Manufacturing,56,56,56,56,56,56,56,56,56,13.402212976040463,0.8236511669873998
332420,Metal Tank (Heavy Gauge) Manufacturing,81,81,81,81,81,81,81,81,81,18.899600793305794,0.7370139226162573
332431,Metal Can Manufacturing,185,185,185,185,185,185,185,185,185,4.397789830309408,2.3784143862404434
332439,Other Metal Container Manufacturing,171,171,171,171,171,171,171,171,171,4.04128387398824,1.1666141654185656
332510,Hardware Manufacturing,1017,1017,1017,1017,1017,1017,1017,1017,1017,3.0577828046196425,1.3722372968768517
332613,Spring Manufacturing,108,108,108,108,108,108,108,108,108,18.107922373205653,0.6152423039979102
332618,Other Fabricated Wire Product Manufacturing,610,610,610,610,610,610,610,610,610,8.38623410470278,0.9264900888465839
332710,Machine Shops,8317,8317,8317,8317,8317,8317,8317,8317,8317,5.890917283786645,0.5742513372762297
332721,Precision Turned Product Manufacturing,257,257,257,257,257,257,257,257,257,13.737493053621108,0.5593117280880533
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",409,409,409,409,409,409,409,409,409,5.486046870830659,1.2307140467677475
332811,Metal Heat Treating,158,158,158,158,158,158,158,158,158,19.27758860760042,0.27007732726935485
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",2644,2644,2644,2644,2644,2644,2644,2644,2644,2.4673708526657157,1.1596597714925487
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",1185,1185,1185,1185,1185,1185,1185,1185,1185,7.708168328594755,0.7121367665548833
332911,Industrial Valve Manufacturing,319,319,319,319,319,319,319,319,319,7.609124567330648,1.3655220850322203
332912,Fluid Power Valve and Hose Fitting Manufacturing,188,188,188,188,188,188,188,188,188,4.932691177751576,1.4364904432682053
332913,Plumbing Fixture Fitting and Trim Manufacturing,264,264,264,264,264,264,264,264,264,3.358676550126991,1.359316177808801
332919,Other Metal Valve and Pipe Fitting Manufacturing,242,242,242,242,242,242,242,242,242,7.848159714146091,1.139202421816629
332991,Ball and Roller Bearing Manufacturing,147,147,147,147,147,147,147,147,147,4.358758630604358,2.2081344637624096
332992,Small Arms Ammunition Manufacturing,183,183,183,183,183,183,183,183,183,2.578792382134999,1.191219289619768
332993,Ammunition (except Small Arms) Manufacturing,76,76,76,76,76,76,76,76,76,0.8933060289462471,2.7638305268439574
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",873,873,873,873,873,873,873,873,873,1.1501420594868255,1.33342495871475
332996,Fabricated Pipe and Pipe Fitting Manufacturing,246,246,246,246,246,246,246,246,246,12.097955789010417,0.855390273768163
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,2465,2465,2465,2465,2465,2465,2465,2465,2465,2.1853030908486746,1.1830511042692278
333111,Farm Machinery and Equipment Manufacturing,1687,1687,1687,1687,1687,1687,1687,1687,1687,2.881570758281011,1.1799037289298526
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,366,366,366,366,366,366,366,366,366,1.9005698770866741,1.5365183947491472
333120,Construction Machinery Manufacturing,2443,2443,2443,2443,2443,2443,2443,2443,2443,1.7094180951129598,1.4403746378278806
333131,Mining Machinery and Equipment Manufacturing,226,226,226,226,226,226,226,226,226,6.797072000784251,1.1073953667570946
333132,Oil and Gas Field Machinery and Equipment Manufacturing,586,586,586,586,586,586,586,586,586,8.361815364129246,0.9487898810245745
333241,Food Product Machinery Manufacturing,602,602,602,602,602,602,602,602,602,5.2727075731218225,1.054222751570655
333242,Semiconductor Machinery Manufacturing,118,118,118,118,118,118,118,118,118,4.616782262417228,1.4425964373612252
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",701,701,701,701,701,701,701,701,701,2.2946868825528677,1.215067417195055
333244,Printing Machinery and Equipment Manufacturing,285,285,285,285,285,285,285,285,285,6.331023240931453,0.9129046375878784
333249,Other Industrial Machinery Manufacturing,1594,1594,1594,1594,1594,1594,1594,1594,1594,4.5159792406225066,1.0262002061347246
333314,Optical Instrument and Lens Manufacturing,684,684,684,684,684,684,684,684,684,3.5503998362324687,1.237424467565513
333316,Photographic and Photocopying Equipment Manufacturing,500,500,500,500,500,500,500,500,500,3.175111148766166,1.1526411835556607
333318,Other Commercial and Service Industry Machinery Manufacturing,3003,3003,3003,3003,3003,3003,3003,3003,3003,2.794629220385674,1.1678667182572786
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,452,452,452,452,452,452,452,452,452,6.209753252980227,1.040701368911346
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,382,382,382,382,382,382,382,382,382,3.6485978289214502,1.4348699661475735
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,1293,1293,1293,1293,1293,1293,1293,1293,1293,3.844812434987273,1.699528990827049
333511,Industrial Mold Manufacturing,521,521,521,521,521,521,521,521,521,6.15764459404814,0.7165242627170276
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",1227,1227,1227,1227,1227,1227,1227,1227,1227,8.090529233853697,0.6079400203531903
333515,Cutting Tool and Machine Tool Accessory Manufacturing,727,727,727,727,727,727,727,727,727,7.440671483266705,0.7824559769582907
333517,Machine Tool Manufacturing,1532,1532,1532,1532,1532,1532,1532,1532,1532,4.4159181343503,0.9542533935894901
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,366,366,366,366,366,366,366,366,366,6.30307114378458,0.9451925320184312
333611,Turbine and Turbine Generator Set Units Manufacturing,352,352,352,352,352,352,352,352,352,2.6516881644725823,1.796539169549948
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",80,80,80,80,80,80,80,80,80,12.228227715247403,0.8904750787735629
333613,Mechanical Power Transmission Equipment Manufacturing,164,164,164,164,164,164,164,164,164,9.310954473058452,0.9727578179197546
333618,Other Engine Equipment Manufacturing,524,524,524,524,524,524,524,524,524,1.6222125927313096,1.842845588145407
333912,Air and Gas Compressor Manufacturing,299,299,299,299,299,299,299,299,299,5.100611110091274,1.241653159917054
333914,"Measuring, Dispensing and Other Pumping Equipment Manufacturing",629,629,629,629,629,629,629,629,629,5.741020557033137,1.1522040505179685
333921,Elevator and Moving Stairway Manufacturing,162,162,162,162,162,162,162,162,162,4.970198728103663,0.9807810642398491
333922,Conveyor and Conveying Equipment Manufacturing,285,285,285,285,285,285,285,285,285,12.664332925196728,0.8583089739855094
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",381,381,381,381,381,381,381,381,381,3.6867996089759227,1.3226453105181155
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",1143,1143,1143,1143,1143,1143,1143,1143,1143,1.8882059219824447,1.4106282637709235
333991,Power-Driven Handtool Manufacturing,176,176,176,176,176,176,176,176,176,4.349909224633304,1.386383111788032
333992,Welding and Soldering Equipment Manufacturing,267,267,267,267,267,267,267,267,267,2.592924119408232,1.5382685988760725
333993,Packaging Machinery Manufacturing,276,276,276,276,276,276,276,276,276,10.17055769089271,0.8708303709234783
333994,Industrial Process Furnace and Oven Manufacturing,200,200,200,200,200,200,200,200,200,9.08060163608173,0.7576514793632376
333995,Fluid Power Cylinder and Actuator Manufacturing,48,48,48,48,48,48,48,48,48,14.510366339455205,0.9702617893126511
333996,Fluid Power Pump and Motor Manufacturing,113,113,113,113,113,113,113,113,113,7.122764384714254,1.6916199581542486
333997,Scale and Balance Manufacturing,129,129,129,129,129,129,129,129,129,4.478855167288447,0.9887802675199877
333999,All Other Miscellaneous General Purpose Machinery Manufacturing,3175,3175,3175,3175,3175,3175,3175,3175,3175,2.5372267996791056,1.1257881884942358
334111,Electronic Computer Manufacturing,953,953,953,953,953,953,953,953,953,2.1758628075124307,1.479129849519222
334112,Computer Storage Device Manufacturing,543,543,543,543,543,543,543,543,543,2.1366387300949867,1.5824831234300243
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,1327,1327,1327,1327,1327,1327,1327,1327,1327,3.397019997095962,1.4183727075780594
334210,Telephone Apparatus Manufacturing,604,604,604,604,604,604,604,604,604,3.524853760086269,1.4341252809121294
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,1606,1606,1606,1606,1606,1606,1606,1606,1606,3.3750055786673356,1.4937791557356934
334290,Other Communications Equipment Manufacturing,655,655,655,655,655,655,655,655,655,3.562113269345999,1.3101396300598074
334310,Audio and Video Equipment Manufacturing,1107,1107,1107,1107,1107,1107,1107,1107,1107,2.4671414300356496,1.1905857469785943
334412,Bare Printed Circuit Board Manufacturing,52,52,52,52,52,52,52,52,52,24.086944816714194,0.5367636573376042
334413,Semiconductor and Related Device Manufacturing,1595,1595,1595,1595,1595,1595,1595,1595,1595,4.946450505803106,1.4534264094618026
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",242,242,242,242,242,242,242,242,242,8.7890548588909,1.1342061692189167
334417,Electronic Connector Manufacturing,156,156,156,156,156,156,156,156,156,8.177249926813197,1.7143335295436444
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,348,348,348,348,348,348,348,348,348,11.877196580416562,1.314163473230186
334419,Other Electronic Component Manufacturing,1260,1260,1260,1260,1260,1260,1260,1260,1260,6.57642663716597,1.231387603578991
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,1366,1366,1366,1366,1366,1366,1366,1366,1366,3.2663684960120025,1.2101801111406547
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",2014,2014,2014,2014,2014,2014,2014,2014,2014,1.4623343834624425,2.6458583071507755
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",572,572,572,572,572,572,572,572,572,4.362512645289111,1.1923049374796548
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",945,945,945,945,945,945,945,945,945,6.490798203122347,1.082305471021967
334514,Totalizing Fluid Meter and Counting Device Manufacturing,173,173,173,173,173,173,173,173,173,3.40923583711847,1.5635974423319672
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,865,865,865,865,865,865,865,865,865,4.287761382063653,1.2973757340203913
334516,Analytical Laboratory Instrument Manufacturing,951,951,951,951,951,951,951,951,951,3.737996144572391,1.3762086955452228
334517,Irradiation Apparatus Manufacturing,122,122,122,122,122,122,122,122,122,4.808408857558123,1.3214082666753468
334519,Other Measuring and Controlling Device Manufacturing,1664,1664,1664,1664,1664,1664,1664,1664,1664,3.2543043976427737,1.1931820255358634
334613,Blank Magnetic and Optical Recording Media Manufacturing,266,266,266,266,266,266,266,266,266,2.5894173680878634,1.2468407635742635
334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",1244,1244,1244,1244,1244,1244,1244,1244,1244,1.0472133234143262,1.284952726960182
335110,Electric Lamp Bulb and Part Manufacturing,213,213,213,213,213,213,213,213,213,2.651906026146032,1.6359863189020003
335121,Residential Electric Lighting Fixture Manufacturing,327,327,327,327,327,327,327,327,327,3.7693361074053624,1.1372269095886138
335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",376,376,376,376,376,376,376,376,376,6.402874688524148,0.9827982611052459
335129,Other Lighting Equipment Manufacturing,1323,1323,1323,1323,1323,1323,1323,1323,1323,1.409485688363203,1.2463158258935438
335210,Small Electrical Appliance Manufacturing,489,489,489,489,489,489,489,489,489,1.989630995463814,1.4293363844219131
335220,Major Household Appliance Manufacturing,527,527,527,527,527,527,527,527,527,1.2188769727945337,1.9200321465730674
335311,"Power, Distribution, and Specialty Transformer Manufacturing",331,331,331,331,331,331,331,331,331,5.450581162231366,1.445930429213536
335312,Motor and Generator Manufacturing,675,675,675,675,675,675,675,675,675,4.302332823990586,1.4367970276194826
335313,Switchgear and Switchboard Apparatus Manufacturing,306,306,306,306,306,306,306,306,306,7.217320388452509,1.2780375515088145
335314,Relay and Industrial Control Manufacturing,714,714,714,714,714,714,714,714,714,6.251750281898042,1.1844066548967835
335911,Storage Battery Manufacturing,205,205,205,205,205,205,205,205,205,6.698616534104694,1.2639887022714262
335912,Primary Battery Manufacturing,47,47,47,47,47,47,47,47,47,4.650955707002516,1.7178709771172582
335921,Fiber Optic Cable Manufacturing,63,63,63,63,63,63,63,63,63,8.235332681442026,1.4239371693438345
335929,Other Communication and Energy Wire Manufacturing,48,48,48,48,48,48,48,48,48,8.809778730662837,1.5639124752105578
335931,Current-Carrying Wiring Device Manufacturing,251,251,251,251,251,251,251,251,251,8.799686538836859,1.2931736118010648
335932,Noncurrent-Carrying Wiring Device Manufacturing,358,358,358,358,358,358,358,358,358,2.2426402413402693,1.2940224517486065
335991,Carbon and Graphite Product Manufacturing,103,103,103,103,103,103,103,103,103,7.1469422939345915,1.2263553323522842
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,2117,2117,2117,2117,2117,2117,2117,2117,2117,3.565966852666961,1.1634512271023663
336111,Automobile Manufacturing,665,665,665,665,665,665,665,665,665,2.030696073710172,1.76380256350585
336112,Light Truck and Utility Vehicle Manufacturing,36,36,36,36,36,36,36,36,36,3.769800639492648,1.97943808213725
336120,Heavy Duty Truck Manufacturing,240,240,240,240,240,240,240,240,240,2.252349205892826,1.9972082697073406
336211,Motor Vehicle Body Manufacturing,387,387,387,387,387,387,387,387,387,6.452877782252788,1.1819726605071676
336212,Truck Trailer Manufacturing,528,528,528,528,528,528,528,528,528,4.008545459853492,1.3552627494093163
336213,Motor Home Manufacturing,50,50,50,50,50,50,50,50,50,1.8620764891151365,2.248156257299709
336214,Travel Trailer and Camper Manufacturing,399,399,399,399,399,399,399,399,399,3.575533245920048,1.1432459982048897
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,334,334,334,334,334,334,334,334,334,3.0562063679564773,1.7265377958770927
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,608,608,608,608,608,608,608,608,608,2.6615268531917557,1.831644938031248
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,37,37,37,37,37,37,37,37,37,13.484222318376666,1.96384723988018
336340,Motor Vehicle Brake System Manufacturing,43,43,43,43,43,43,43,43,43,12.949312765786058,1.8544626175343226
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,172,172,172,172,172,172,172,172,172,5.49269948872925,1.865559198067494
336360,Motor Vehicle Seating and Interior Trim Manufacturing,144,144,144,144,144,144,144,144,144,8.72034363360432,1.574300903124125
336370,Motor Vehicle Metal Stamping,219,219,219,219,219,219,219,219,219,8.974746588625038,1.7699790427799198
336390,Other Motor Vehicle Parts Manufacturing,2139,2139,2139,2139,2139,2139,2139,2139,2139,3.558607128210297,2.124522068823408
336411,Aircraft Manufacturing,1753,1753,1753,1753,1753,1753,1753,1753,1753,8.080764443624772e-6,2.7673429531041105
336412,Aircraft Engine and Engine Parts Manufacturing,499,499,499,499,499,499,499,499,499,3.982796965443315,2.554256945484265
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,1097,1097,1097,1097,1097,1097,1097,1097,1097,6.254659619059318,1.4774943565350174
336414,Guided Missile and Space Vehicle Manufacturing,93,93,93,93,93,93,93,93,93,1.547104740919535,3.8284935342137048
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,89,89,89,89,89,89,89,89,89,1.0398263117298503,2.722972593829034
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,31,31,31,31,31,31,31,31,31,9.163104849908102,1.5676258912992131
336510,Railroad Rolling Stock Manufacturing,241,241,241,241,241,241,241,241,241,5.861607419065223,1.334193105438795
336611,Ship Building and Repairing,495,495,495,495,495,495,495,495,495,3.9195767408391218,1.7556927489993122
336612,Boat Building,1656,1656,1656,1656,1656,1656,1656,1656,1656,1.9197283801824152,1.3104134854428127
336991,"Motorcycle, Bicycle, and Parts Manufacturing",884,884,884,884,884,884,884,884,884,1.0126623931340875,1.2757114691659805
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",104,104,104,104,104,104,104,104,104,4.300388119082166,1.5623351312517633
336999,All Other Transportation Equipment Manufacturing,633,633,633,633,633,633,633,633,633,1.351583925634623,1.146567775309086
337110,Wood Kitchen Cabinet and Countertop Manufacturing,10774,10774,10774,10774,10774,10774,10774,10774,10774,1.2920361364260315,0.9209617422893643
337121,Upholstered Household Furniture Manufacturing,375,375,375,375,375,375,375,375,375,3.977718333781077,1.8839294103300221
337122,Nonupholstered Wood Household Furniture Manufacturing,2129,2129,2129,2129,2129,2129,2129,2129,2129,1.7549444696865997,1.2022551763569942
337124,Metal Household Furniture Manufacturing,212,212,212,212,212,212,212,212,212,3.7381071492074938,1.2555924257224258
