PARCELID,FEDERAL_ID,STATE_ID,NAME,Population,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,YR_BUILT,FSOURCE,DATASOURCE,PROGRAMS,GRADES,LOW_GRADE,HIGH_GRADE,PRINCIPAL,ENROLLMENT,TEACHERS,STDTCH_RT,MIGRNT_STD,TITLE1SCHO,MAGNETINFO,COMMENTS,FREE_LUNCH,REDUCED_LU,FISH_FAC1,FISH_FAC2,BBSERVICE,BBPROVIDER,BBSPEED,DSTREAMSPD,FDOE_MSID,NCES_PUB,NCES_PRIV,FDOE_PRV,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,AGELO,AGEHI,n
3.04936E+12,487463,NA,FLORIDA CAREER COLLEGE-KENDALL,6227,11731 MILLS DRIVE,MIAMI,33183,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,WRC PROPERTIES INC,PRIVATE,PRIVATE,2008,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.69100885,-80.38343715,17RNJ6186541610,8579,0.38895602,FLORIDA CAREER COLLEGE-KENDALL,V,4/17/2017,9/15/2017,8517,19,35,1
4.94124E+11,487418,NA,FLORIDA CAREER COLLEGE-LAUDERDALE LAKES,785,3383 NORTH STATE ROAD 7,LAUDERDALE LAKES,33319,BROWARD,NA,COLLEGE/UNIVERSITY,LAKES MALL INVESTMENT LLC,PRIVATE,PRIVATE,1970,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.16595565,-80.20531351,17RNJ7942094305,8581,6.77249689,FLORIDA CAREER COLLEGE-LAUDERDALE LAKES,V,4/17/2017,9/15/2017,8519,19,35,1
4.84124E+11,487454,NA,FLORIDA CAREER COLLEGE-MARGATE,521,3271 N. STATE ROAD 7,MARGATE,33063,BROWARD,NA,COLLEGE/UNIVERSITY,G&I VI S FL PORTFOLIO SPE LLC,PRIVATE,PRIVATE,1988,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.27087723,-80.20342277,17RNK7953705927,8572,19.08958125,FLORIDA CAREER COLLEGE-MARGATE,V,4/17/2017,9/15/2017,8510,19,35,1
3.04008E+12,133997,NA,FLORIDA CAREER COLLEGE-MIAMI,502,1321 SW 107 AVE STE 201B,MIAMI,33174,MIAMI-DADE,305-553-6065,COLLEGE/UNIVERSITY,FIGUEREDO CENTER LTD,PRIVATE,PRIVATE,1989,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,4362,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,25.7565806,-80.36763133,17RNJ6341748879,5662,1.21945087,FLORIDA CAREER COLLEGE-MIAMI,V,5/14/2012,9/15/2017,5524,19,35,1
3.02222E+14,487472,NA,FLORIDA CAREER COLLEGE-ORLANDO,500,989 NORTH SEMORAN BOULEVARD,ORLANDO,32807,ORANGE,NA,COLLEGE/UNIVERSITY,KIMZAY OF FLORIDA INC,PRIVATE,PRIVATE,1970,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.5604625,-81.30975269,17RMM6970359329,8562,7.97823706,FLORIDA CAREER COLLEGE-ORLANDO,V,4/17/2017,9/15/2017,8501,19,35,1
20290728G000001000031U,487427,NA,FLORIDA CAREER COLLEGE-TAMPA,457,9950 PRINCESS PALM AVENUE SUITE 100,TAMPA,33619,HILLSBOROUGH,NA,COLLEGE/UNIVERSITY,SABAL VENTURE LLC,PRIVATE,PRIVATE,1988,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,27.98068669,-82.33693531,17RLL6851995783,8584,5.04561476,FLORIDA CAREER COLLEGE-TAMPA,V,4/17/2017,9/15/2017,8522,19,35,1
2.82325E+14,NA,NA,FLORIDA CHRISTIAN UNIVERSITY,500,5950 LAKEHURST DR,ORLANDO,32819,ORANGE,407-896-0101,COLLEGE/UNIVERSITY,LAKEHURST BUILDING LLC,PRIVATE,PRIVATE,1986,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,28.45274344,-81.46081683,17RMM5488247443,606,3.00980307,FLORIDA CHRISTIAN UNIVERSITY,V,11/6/2007,9/15/2017,630,19,35,1
1526122200R,434715,NA,FLORIDA COASTAL SCHOOL OF LAW,1742,8787 BAYPINE RD,JACKSONVILLE,32256,DUVAL,904-680-7700,COLLEGE/UNIVERSITY,AGNL FCSL LLC,PRIVATE,PRIVATE,1990,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,30.23267366,-81.58024138,17RMP4416844710,551,9.71919512,FLORIDA COASTAL SCHOOL OF LAW,V,11/6/2007,9/15/2017,577,19,35,1
192823ZZZ000005953200T,133809,NA,FLORIDA COLLEGE,489,119 N GLEN ARVEN AVE,TEMPLE TERRACE,33617,HILLSBOROUGH,813-988-5131,COLLEGE/UNIVERSITY,FLORIDA COLLEGE,PRIVATE,PRIVATE,1925,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,478,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,28.03317353,-82.38347679,17RLM6400701649,5475,137.6358519,FLORIDA COLLEGE,V,5/14/2012,9/15/2017,5247,19,35,1
2.92328E+14,434441,NA,FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,151,7100 LAKE ELLENOR DR,ORLANDO,32809,ORANGE,407-888-8689,COLLEGE/UNIVERSITY,LT INTERNATIONAL LLC,PRIVATE,PRIVATE,1965,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,28.46367527,-81.40177318,17RMM6066748634,610,3.84415841,FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,V,11/6/2007,9/15/2017,634,19,35,1
1108900179,438294,NA,FLORIDA COLLEGE OF NATURAL HEALTH,143,616 67TH STREET CIR E,BRADENTON,34208,MANATEE,941-744-1244,COLLEGE/UNIVERSITY,BZ LLC,PRIVATE,PRIVATE,2004,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,27.49490263,-82.47763374,17RLL5403442121,5683,2.04818417,FLORIDA COLLEGE OF NATURAL HEALTH,V,11/6/2007,9/15/2017,5545,19,35,1
2.92127E+14,438285,NA,FLORIDA COLLEGE OF NATURAL HEALTH-MAITLAND,412,2600 LAKE LUCIEN DRIVE SUITE#240,MAITLAND,32751,ORANGE,NA,COLLEGE/UNIVERSITY,MAITLAND FORUM SPE LLC,PRIVATE,PRIVATE,1985,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,418,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.62984676,-81.39710059,17RMM6118567041,6650,14.60178322,FLORIDA COLLEGE OF NATURAL HEALTH-MAITLAND,V,3/29/2016,9/15/2017,6814,19,35,1
3.53034E+12,420103,NA,FLORIDA COLLEGE OF NATURAL HEALTH-MIAMI,138,7925 NW 12TH ST STE 201,MIAMI,33126,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,ADLER OFFICE TR,PRIVATE,PRIVATE,1982,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,202,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.78355893,-80.32538081,17RNJ6763951888,6651,4.3852989,FLORIDA COLLEGE OF NATURAL HEALTH-MIAMI,V,3/29/2016,9/15/2017,6815,19,35,2
4.84215E+11,387925,NA,FLORIDA COLLEGE OF NATURAL HEALTH-POMPANO BEACH,181,2001 W SAMPLE RD STE 100,POMPANO BEACH,33064,BROWARD,NA,COLLEGE/UNIVERSITY,SAMPLE EXECUTIVE CENTER LLC,PRIVATE,PRIVATE,1987,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,203,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.27529944,-80.15049579,17RNK8481906450,6652,3.55256125,FLORIDA COLLEGE OF NATURAL HEALTH-POMPANO BEACH,V,3/29/2016,9/15/2017,6816,19,35,1
1.54012E+12,441423,NA,FLORIDA EDUCATION INSTITUTE,257,5818 SW 8TH ST,MIAMI,33144,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,THE SOCIETY OF SAINT PAUL,PRIVATE,PRIVATE,1948,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,316,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.76319397,-80.29056284,17RNJ7114249651,6653,1.22185802,FLORIDA EDUCATION INSTITUTE,V,3/29/2016,9/15/2017,6817,19,35,1
01-4S-17-07470-000,135160,NA,FLORIDA GATEWAY COLLEGE,4671,HIGHWAY 90 EAST,LAKE CITY,32025,COLUMBIA,NA,COLLEGE/UNIVERSITY,FLORIDA GATEWAY COLLEGE,STATE,PUBLIC,1964,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,2912,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,30.17586029,-82.56873202,17RLP4895839312,6654,145.1582215,FLORIDA GATEWAY COLLEGE,V,3/29/2016,9/15/2017,6818,19,35,4
4.10122E+16,NA,NA,FLORIDA GATEWAY COLLEGE - DIXIE CENTER,,64 NE 121ST STREET,CROSS CITY,32628,DIXIE,352-498-0190,COLLEGE/UNIVERSITY,FLORIDA GATEWAY COLLEGE,STATE,PUBLIC,1975,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,29.6356108,-83.12487326,17RKN9429280296,7282,0.15452573,FLORIDA GATEWAY COLLEGE - DIXIE CENTER,V,3/29/2016,9/15/2017,7417,19,35,4
31-08-15-0000-0005-0000,NA,NA,FLORIDA GATEWAY COLLEGE - GILCHRIST CENTER,83,2821 E. BELL AVENUE,BELL,32619,GILCHRIST,352-463-0073,COLLEGE/UNIVERSITY,FLORIDA GATEWAY COLLEGE,STATE,PUBLIC,1997,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,29.7519621,-82.85571264,17RLN2056192744,7283,2.58565441,FLORIDA GATEWAY COLLEGE - GILCHRIST CENTER,V,3/29/2016,9/15/2017,7418,19,35,4
29-3S-19-0000-0000-0765,NA,NA,FLORIDA GATEWAY COLLEGE - PUBLIC SERVICE TRAINING CENTER OLUSTEE,199,25030 U.S. HWY 90,OLUSTEE,32072,BAKER,386-752-1822,COLLEGE/UNIVERSITY,FLORIDA GATEWAY COLLEGE,STATE,PUBLIC,1945,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,30.20260313,-82.44440426,17RLP6096742117,7284,6.19481474,FLORIDA GATEWAY COLLEGE - PUBLIC SERVICE TRAINING CENTER OLUSTEE,V,3/29/2016,9/15/2017,7419,19,35,4
1.34625E+16,433660,NA,FLORIDA GULF COAST UNIVERSITY,14976,10501 FGCU BLVD S,FORT MYERS,33913,LEE,NA,COLLEGE/UNIVERSITY,FLORIDA GULF COAST UNIVERSITY,STATE,PUBLIC,1997,GEOPLAN,LEE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.46425474,-81.77430785,17RMK2281527331,4292,824.8930145,FLORIDA GULF COAST UNIVERSITY,V,1/1/2008,9/15/2017,4157,19,35,2
19015440002,NA,NA,FLORIDA GULF COAST UNIVERSITY - NAPLES RENAISSANCE ACADEMY,55,1010 5TH AVE S,NAPLES,34102,COLLIER,NA,COLLEGE/UNIVERSITY,FLORIDA GULF COAST UNIVERSITY,STATE,PUBLIC,1972,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,26.14177754,-81.79313729,17RMJ2071991627,351,3.5925146,FLORIDA GULF COAST UNIVERSITY - NAPLES RENAISSANCE ACADEMY,V,7/29/2016,9/15/2017,232,19,35,2
2.92217E+14,476814,NA,FLORIDA INSTITUTE OF RECORDING SOUND AND TECHNOLOGY,487,2309 SILVER STAR ROAD,ORLANDO,32804,ORANGE,NA,COLLEGE/UNIVERSITY,SILVER STAR ASSOCIATES LTD,PRIVATE,PRIVATE,1987,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,170,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.57873242,-81.41148725,17RMM5976061383,6655,2.71164348,FLORIDA INSTITUTE OF RECORDING SOUND AND TECHNOLOGY,V,3/29/2016,9/15/2017,6819,19,35,1
28 370900   16,133881,NA,FLORIDA INSTITUTE OF TECHNOLOGY,6255,150 WEST UNIVERSITY BOULEVAR,MELBOURNE,32901,BREVARD,321-674-8000,COLLEGE/UNIVERSITY,FLORIDA INSTITUTE OF TECHNOLOG,PRIVATE,PRIVATE,1971,GEOPLAN,DTS 2006,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,28.06576727,-80.62304868,17RNM3704004545,1018,128.8269396,FLORIDA INSTITUTE OF TECHNOLOGY,V,12/6/2006,9/15/2017,887,19,35,1
28 370275    1    9,NA,NA,FLORIDA INSTITUTE OF TECHNOLOGY,147,1308 RIVER DR,MELBOURNE,32901,BREVARD,321-674-7281,COLLEGE/UNIVERSITY,FLORIDA INSTITUTE OF TECHNOLOGY,STATE,PUBLIC,1938,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,28.07631627,-80.6005938,17RNM3924305721,1024,3.07068683,FLORIDA INSTITUTE OF TECHNOLOGY,V,11/6/2007,9/15/2017,893,19,35,1
141S306100004002,133942,NA,FLORIDA INSTITUTE OF ULTRASOUND INC,80,8800 UNIVERSITY PKY STE A4,PENSACOLA,32514,ESCAMBIA,NA,COLLEGE/UNIVERSITY,CRITTENDEN J JAY & LETA D,PRIVATE,PRIVATE,1985,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,52,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,30.52456639,-87.22089433,16RDU7880876935,6656,1.80169161,FLORIDA INSTITUTE OF ULTRASOUND INC,V,3/29/2016,9/15/2017,6820,19,35,1
6.2222E+11,NA,NA,FLORIDA INTERNATIONAL UNIVERSITY - BISCAYNE BAY CAMPUS,4570,3000 NE 151ST ST,MIAMI,33181,MIAMI-DADE,305-919-5500,COLLEGE/UNIVERSITY,FLORIDA INTERNATIONAL UNIVERSITY,STATE,PUBLIC,1975,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY FIU - BISCAYNE BAY CAMPUS),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.91024181,-80.13963758,17RNJ8617066026,3848,191.2958403,FLORIDA INTERNATIONAL UNIVERSITY - BISCAYNE BAY CAMPUS,V,5/14/2012,9/15/2017,3711,19,35,6
3.04005E+12,NA,NA,FLORIDA INTERNATIONAL UNIVERSITY - CENTER FOR ENGINEERING & APPLIED SCIENCE,2350,10555 W FLAGLER ST,MIAMI,33172,MIAMI-DADE,305-348-2522,COLLEGE/UNIVERSITY,FLORIDA INTERNATIONAL UNIVERSITY,STATE,PUBLIC,1980,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY FIU - CENTER FOR ENGINEERING & APPLIED SCIENCE),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.77003986,-80.3677855,17RNJ6339450370,5345,35.93292141,FLORIDA INTERNATIONAL UNIVERSITY - CENTER FOR ENGINEERING & APPLIED SCIENCE,V,5/14/2012,9/15/2017,5256,19,35,6
5.14022E+11,NA,NA,FLORIDA INTERNATIONAL UNIVERSITY - MIRAMAR,600,1930 SW 145 AVE,MIRAMAR,33027,BROWARD,954-438-8600,COLLEGE/UNIVERSITY,FLORIDA INTERNATIONAL UNIVERSITY,STATE,PUBLIC,2014,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.99218718,-80.33982931,17RNJ6607474985,7347,21.83439308,FLORIDA INTERNATIONAL UNIVERSITY - MIRAMAR,V,7/29/2016,9/15/2017,7482,19,35,6
1.021E+11,NA,NA,FLORIDA INTERNATIONAL UNIVERSITY - THE METROPOLITAN CENTER,510,150 SE 2ND AVE,MIAMI,33131,MIAMI-DADE,305-349-1251,COLLEGE/UNIVERSITY,FLORIDA INTERNATIONAL UNIVERSITY,STATE,PUBLIC,0,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY FIU - THE METROPOLITAN CENTER),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.76315258,-80.19081245,17RNJ8114549704,3777,3.28200436,FLORIDA INTERNATIONAL UNIVERSITY - THE METROPOLITAN CENTER,V,5/14/2012,9/15/2017,3640,19,35,6
2.3234E+11,NA,NA,FLORIDA INTERNATIONAL UNIVERSITY - THE WOLFSONIAN,2350,1001 WASHINGTON AVE,MIAMI BEACH,33139,MIAMI-DADE,305-531-1001,COLLEGE/UNIVERSITY,FLORIDA INTERNATIONAL UNIVERSITY,STATE,PUBLIC,1927,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY FIU - THE WOLFSONIAN-FIU),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.78091434,-80.13242675,17RNJ8698751708,3852,0.42643353,FLORIDA INTERNATIONAL UNIVERSITY - THE WOLFSONIAN,V,5/14/2012,9/15/2017,3715,19,35,6
3.04007E+12,133951,NA,FLORIDA INTERNATIONAL UNIVERSITY - UNIVERSITY PARK CAMPUS,47545,11200 SW 8TH ST,MIAMI,33199,MIAMI-DADE,305-348-2000,COLLEGE/UNIVERSITY,FLORIDA INTERNATIONAL UNIVERSITY,STATE,PUBLIC,1972,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY FIU - UNIVERSITY PARK CAMPUS),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.75737405,-80.3762066,17RNJ6255648963,5340,343.0884707,FLORIDA INTERNATIONAL UNIVERSITY - UNIVERSITY PARK CAMPUS,V,5/14/2012,9/15/2017,5251,19,35,6
2667 25 00072080000900,133960,NA,FLORIDA KEYS COMMUNITY COLLEGE - MAIN CAMPUS,675,5901 W JR COLLEGE ROAD,KEY WEST,33040,MONROE,305-296-9081,COLLEGE/UNIVERSITY,FLORIDA KEYS COMMUNITY COLLEGE,STATE,PUBLIC,1996,GEOPLAN,MONROE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY FLORIDA KEYS COMMUNITY COLLEGE),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,24.58253057,-81.7439743,17RMH2467318927,4382,117.32589,FLORIDA KEYS COMMUNITY COLLEGE - MAIN CAMPUS,V,5/14/2012,9/15/2017,4247,19,35,3
1566 32 00104800000000,NA,NA,FLORIDA KEYS COMMUNITY COLLEGE - MIDDLE KEYS CENTER,238,900 SOMBRERO ROAD,MARATHON,33050,MONROE,305-743-2133,COLLEGE/UNIVERSITY,FLORIDA KEYS COMMUNITY COLLEGE,STATE,PUBLIC,1997,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,24.7032323,-81.07869338,17RMH9204032090,7285,41.41714317,FLORIDA KEYS COMMUNITY COLLEGE - MIDDLE KEYS CENTER,V,3/29/2016,9/15/2017,7420,19,35,3
0563 38 00418340000000,NA,NA,FLORIDA KEYS COMMUNITY COLLEGE - UPPER KEYS CENTER,120,89951 US HIGHWAY 1,TAVERNIER,33070,MONROE,305-852-8007,COLLEGE/UNIVERSITY,FLORIDA KEYS COMMUNITY COLLEGE,STATE,PUBLIC,2004,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,24.99386993,-80.53807139,17RNH4661664348,7286,20.76710416,FLORIDA KEYS COMMUNITY COLLEGE - UPPER KEYS CENTER,V,3/29/2016,9/15/2017,7421,19,35,3
3.42117E+12,133979,NA,FLORIDA MEMORIAL COLLEGE - MAIN CAMPUS,1129,15800 NW 42ND AVE,OPA LOCKA,33054,MIAMI-DADE,305-626-3600,COLLEGE/UNIVERSITY,FLORIDA MEMORIAL COLLEGE INC,PRIVATE,PRIVATE,1967,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,25.91824438,-80.27072892,17RNJ7303566833,1161,50.76427748,FLORIDA MEMORIAL COLLEGE - MAIN CAMPUS,V,6/1/2006,9/15/2017,1184,19,35,1
4.30022E+11,408844,NA,FLORIDA NATIONAL COLLEGE,4029,4425 W 20TH AVE,HIALEAH,33012,MIAMI-DADE,305-821-3333,COLLEGE/UNIVERSITY,AMERICAN EDUCATION ENTERPRISE,PRIVATE,PRIVATE,1987,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,25.860925,-80.3216693,17RNJ6796660458,758,4.57423916,FLORIDA NATIONAL COLLEGE,V,6/1/2006,9/15/2017,500,19,35,1
4.30021E+11,40884402,NA,FLORIDA NATIONAL UNIVERSITY TRAINING CENTER,483,4206 WEST 12 AVE,HIALEAH,33012,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,HIALEAH SQUARE GP,PRIVATE,PRIVATE,1985,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.85986815,-80.30782622,17RNJ6935460348,6657,0.54863113,FLORIDA NATIONAL UNIVERSITY TRAINING CENTER,V,3/29/2016,9/15/2017,6821,19,35,1
3.04912E+12,40884401,NA,FLORIDA NATIONAL UNIVERSITY-SOUTH CAMPUS,1029,11865 SW 26 ST SUITE. H3,MIAMI,33175,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,UNITED STATES DEVELOPMENT LTD,PRIVATE,PRIVATE,1987,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.74797367,-80.38699929,17RNJ6147947917,6658,1.16835633,FLORIDA NATIONAL UNIVERSITY-SOUTH CAMPUS,V,3/29/2016,9/15/2017,6822,19,35,1
2.52707E+17,482936,NA,FLORIDA POLYTECHNIC UNIVERSITY,1300,4700 RESEARCH WAY,LAKELAND,33805,POLK,NA,COLLEGE/UNIVERSITY,FLORIDA POLYTECHNIC UNIVERSITY,STATE,PUBLIC,2014,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,540,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.15077738,-81.85131861,17RMM1641114198,6659,171.0825509,FLORIDA POLYTECHNIC UNIVERSITY,V,3/29/2016,9/15/2017,6823,19,35,1
07158-000-000,134024,NA,FLORIDA SCHOOL OF MASSAGE,64,6421 SW 13TH ST,GAINESVILLE,32608,ALACHUA,NA,COLLEGE/UNIVERSITY,FLORIDA SCHOOL OF MASSAGE INC,PRIVATE,PRIVATE,1961,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,29.59346485,-82.33825096,17RLN7040074487,8556,8.48368632,FLORIDA SCHOOL OF MASSAGE,V,4/17/2017,9/15/2017,8497,19,35,1
